(u'2012-03', 0.011825726141078846)
(u'2012-06', 0.18597889800703438)
(u'2010-11', 0.13056524773203088)
(u'2006-01', 0.029761570827489488)
(u'2000-10', 0.15023836549375724)
(u'2007-01', 0.09506001846722067)
(u'2004-06', 0.07932558139534883)
(u'2016-04', 0.03951524054351806)
(u'1993-04', 0.0)
(u'2004-03', 0.03917029566811823)
(u'1993-09', 0.06023738872403561)
(u'2004-08', 0.10195857721746959)
(u'1996-10', 0.031716505768777915)
(u'2003-11', 0.07754569190600512)
(u'2006-10', 0.1604072398190046)
(u'2011-03', 0.032049555615405324)
(u'2002-09', 0.02254970760233918)
(u'2014-01', 0.08681928546652842)
(u'1997-09', 0.06090400745573153)
(u'2011-04', 0.02169171110033931)
(u'1999-06', 0.07032890132960104)
(u'2010-03', 0.03225298221922118)
(u'1997-07', 0.06550468262226843)
(u'2013-01', 0.0299374130737134)
(u'1999-03', 0.06236770858971191)
(u'2010-06', 0.0682487725040916)
(u'2013-04', 0.055479079876833835)
(u'1995-04', 0.08751773049645391)
(u'2012-12', 0.09063416835928684)
(u'2008-07', 0.11969093889018975)
(u'2002-02', 0.07521074815595347)
(u'1993-12', 0.0516713091922006)
(u'1999-09', 0.07802764113375497)
(u'2007-09', 0.08666822320803172)
(u'1998-07', 0.1147798742138367)
(u'2015-12', 0.04152907394113416)
(u'2000-05', 0.03467244921250852)
(u'1994-08', 0.08155339805825246)
(u'2007-03', 0.05456790123456784)
(u'2001-08', 0.09527916477530636)
(u'1998-10', 0.07221721496169438)
(u'2007-06', 0.1532708089097306)
(u'2005-02', 0.04997513674788651)
(u'1998-02', 0.07529470780035105)
(u'2009-03', 0.046494382022471845)
(u'2005-05', 0.07702828001854416)
(u'2009-09', 0.041897878293308446)
(u'2005-08', 0.10349619004930524)
(u'2008-11', 0.06539986010725098)
(u'1996-03', 0.013948100092678424)
(u'2008-08', 0.18693207377417942)
(u'2015-04', 0.022284780239738455)
(u'2003-06', 0.09661835748792282)
(u'1996-06', 0.0752609856761349)
(u'2015-01', 0.08375841303577758)
(u'2001-10', 0.0831767132706853)
(u'1996-09', 0.0809579713547781)
(u'2001-03', 0.0412165229232864)
(u'2003-08', 0.0788447825053482)
(u'1998-08', 0.11687316963280024)
(u'2007-10', 0.03887096774193544)
(u'2012-01', 0.05939986360536477)
(u'2010-12', 0.050475113122171726)
(u'2013-12', 0.05905676855895199)
(u'2012-04', 0.08789080727951476)
(u'2006-02', 0.05186567164179078)
(u'1995-03', 0.046675712347354154)
(u'1994-02', 0.03393665158371041)
(u'2006-07', 0.03914022057168578)
(u'1994-11', 0.02183588317107092)
(u'1999-10', 0.025180995475113106)
(u'2006-08', 0.2021155595996362)
(u'2016-07', 0.0)
(u'2005-11', 0.04574368568755836)
(u'2009-10', 0.0773067331670823)
(u'2016-02', 0.03391663389697203)
(u'1993-06', 0.09323432343234324)
(u'1995-09', 0.18910751932536893)
(u'2008-02', 0.04102129719264271)
(u'1996-11', 0.10184623166413778)
(u'2008-03', 0.05687331536388128)
(u'2008-10', 0.08107985480943733)
(u'2014-05', 0.08136068735753121)
(u'2001-11', 0.040600153885611674)
(u'2011-05', 0.051183231913455)
(u'2002-06', 0.13926221804511302)
(u'2010-02', 0.07920420420420393)
(u'2013-08', 0.07700249199003215)
(u'2010-09', 0.06052446733785992)
(u'2013-05', 0.06701625589931828)
(u'1998-11', 0.04063595978489589)
(u'2002-03', 0.03647032272624682)
(u'2013-02', 0.03952003096574399)
(u'2000-01', 0.02512370670265403)
(u'1995-12', 0.011357750647428786)
(u'2000-06', 0.08832186090671747)
(u'2007-02', 0.04934095996020877)
(u'1993-11', 0.060537482319660586)
(u'2009-07', 0.15289349245665407)
(u'2001-07', 0.05454750620627395)
(u'2005-01', 0.02652461425422482)
(u'2004-12', 0.0331133363677742)
(u'2005-04', 0.01839473684210527)
(u'2009-11', 0.089210465385506)
(u'1994-05', 0.03495821727019499)
(u'2009-02', 0.03708229426433908)
(u'1996-02', 0.02450674974039459)
(u'2015-05', 0.1307962118554897)
(u'2003-01', 0.024082464884458542)
(u'1995-05', 0.03576341127922974)
(u'1996-05', 0.08685897435897438)
(u'2007-08', 0.07298450482820562)
(u'2014-12', 0.05039971575768328)
(u'1996-08', 0.052664649755643465)
(u'2001-02', 0.05606099110546356)
(u'2011-12', 0.06046400382683551)
(u'2002-12', 0.028685714285714228)
(u'2007-11', 0.07058960074280389)
(u'1998-06', 0.1280124819971197)
(u'2013-11', 0.06729548340286594)
(u'2006-03', 0.0377171215880892)
(u'2000-12', 0.08774849745723542)
(u'2006-04', 0.061950197812427124)
(u'1999-07', 0.04056252905625284)
(u'2006-09', 0.0268899744126541)
(u'2008-09', 0.0661853749417792)
(u'2004-04', 0.028874883286647994)
(u'2016-06', 0.0700661521499449)
(u'2005-12', 0.07649707339036452)
(u'2004-01', 0.036397058823529366)
(u'2016-01', 0.032012905538626873)
(u'1993-07', 0.12874493927125505)
(u'2009-08', 0.08308591992802518)
