(u'1975-02', 3.346824571198265)
(u'2014-07', 2.4173184457329846)
(u'1966-11', -0.2790427094730923)
(u'1995-08', 1.3042480300899104)
(u'1965-10', 1.030237978724494)
(u'1971-06', -1.370639117472832)
(u'1992-05', 3.058854565471215)
(u'1998-07', -1.8517694471125523)
(u'1998-10', -0.7921547474175332)
(u'1976-10', -0.9853003617705705)
(u'1994-03', 1.39675814462084)
(u'1981-09', 0.6593157743744982)
(u'1970-01', -4.386110098414571)
(u'1989-12', -0.20804489426064365)
(u'1991-04', 1.1515666126359196)
(u'2001-05', 0.19626445383460833)
(u'1962-06', -1.5800199708941864)
(u'1970-12', 0.7938196585451734)
(u'1982-08', 1.2898509968081893)
(u'2014-10', 1.9620481441966264)
(u'2006-08', 1.3817903279923396)
(u'1956-05', 1.7591154640770252)
(u'1996-09', -2.110318294565346)
(u'1968-08', 1.329409413028296)
(u'1952-09', -2.546136104130497)
(u'1963-12', -0.609994977828374)
(u'1983-03', 1.845256439999043)
(u'1978-09', -1.6363206219065312)
(u'1976-07', 1.0360805432188513)
(u'1975-11', 0.6490580657207072)
(u'1951-08', 0.6926069431799942)
(u'1966-02', -5.459968262214154)
(u'1965-07', -2.302323580283934)
(u'1988-06', 0.9534818724129082)
(u'2005-09', 1.0863788152516598)
(u'2008-11', 0.2441544322294047)
(u'1963-01', -5.628605394102191)
(u'2002-04', 1.6085508709711567)
(u'2012-01', 1.6899573339364538)
(u'1989-01', 6.764039939094776)
(u'2007-03', 4.493149370277927)
(u'1955-04', -1.8498491925950717)
(u'2008-02', 6.22132040384408)
(u'1986-04', -1.7253607208255755)
(u'1977-01', 0.5149784631994918)
(u'1951-05', -1.8327917385353647)
(u'1994-11', 0.6165858632130221)
(u'1997-03', 2.5708383173886418)
(u'1980-10', -1.5073136963312752)
(u'1999-01', 1.1863586162951687)
(u'2005-04', 1.2161131615730634)
(u'1992-08', -0.09282465523190986)
(u'1983-11', -0.7521785970894184)
(u'1955-09', 2.2744432758391238)
(u'2010-06', -1.1622628732769922)
(u'1987-02', 0.44273592543067464)
(u'1980-03', -2.1016701296040914)
(u'1968-05', -1.7389443071347266)
(u'1981-04', 0.3895004517861498)
(u'1979-10', -1.6801424914624095)
(u'1978-04', -0.5861352624995484)
(u'1954-02', -2.846682456973238)
(u'2002-09', 0.5973933691797928)
(u'1972-06', 0.20069840218457102)
(u'1985-08', -0.7820404875218916)
(u'1957-07', 1.1283310345893156)
(u'1964-01', 2.1784810493723565)
(u'1958-06', -0.8980046453436632)
(u'1996-04', 0.76274738860198)
(u'2001-08', 0.1262688123153115)
(u'1995-12', -4.071852325143463)
(u'1982-05', 0.18969288537692286)
(u'1986-09', -2.615767526916711)
(u'1953-10', 2.207975072472597)
(u'1982-12', 1.826613424591975)
(u'1961-06', 0.9868038413071609)
(u'1950-11', -0.43323360094595387)
(u'1997-10', -2.4518347724635676)
(u'2004-10', -0.37121294636183677)
(u'1979-03', 0.2734927903904626)
(u'2007-11', -0.5603838477189231)
(u'1991-09', 0.15877423428731063)
(u'2003-02', -0.6796669615850601)
(u'1953-03', 3.7960717129969077)
(u'1969-11', -1.1103796852833039)
(u'1968-12', -0.030669352804967742)
(u'1995-05', -1.1419705983158526)
(u'1993-07', -1.5085337063397688)
(u'1956-08', -2.0327848219712195)
(u'2006-05', 0.1775622964673378)
(u'2000-07', -1.634914981583421)
(u'1951-12', 3.6956999401544577)
(u'1952-04', 1.9898089485181778)
(u'2004-03', 1.7629994720305566)
(u'1984-07', -0.32936899993997315)
(u'2006-12', 5.59309194902481)
(u'1990-02', 8.369849013533331)
(u'1997-05', -1.5072528390290714)
(u'1995-03', 2.1599843946690473)
(u'1951-03', -3.1077703051999506)
(u'1991-10', -0.11794400726343657)
(u'1957-01', 3.353840580744563)
(u'1996-11', 0.8394069029300146)
(u'1999-07', 1.2200542993563488)
(u'1966-09', -0.6491563784298169)
(u'1979-05', 0.6308163475315087)
(u'1993-12', 0.7253674114877282)
(u'1978-02', -1.8132003962355214)
(u'2000-01', 3.2079436399108223)
(u'1981-02', 1.821086117922218)
(u'1986-10', 0.04679139123602205)
(u'2005-02', 1.171010345629154)
(u'1964-07', -0.8032411173605105)
(u'1981-11', -0.857801922562824)
(u'1983-08', 1.9340822566635598)
(u'1993-01', 2.856688567412088)
(u'1955-10', -0.21681202025584945)
(u'1982-03', 2.627388392030631)
(u'1984-12', 2.3765680754866003)
(u'1994-08', 0.6454640019892981)
(u'1950-08', 0.5964857468890248)
(u'1968-03', 2.089944424687343)
(u'1952-02', 1.7776964797966404)
(u'2003-04', -0.5625121502256172)
(u'1974-06', -0.8692495054046478)
(u'1954-04', -1.2531793354478933)
(u'1984-01', 0.5795256498814121)
(u'1990-04', 2.7133928730842616)
(u'1977-07', -1.867248890917283)
(u'2002-10', -3.426227095191628)
(u'1952-11', -2.31940516633565)
(u'2006-03', -3.880904917967076)
(u'1978-11', 3.513157754194224)
(u'2004-05', 0.3225449522538071)
(u'1967-06', -1.2139597750547075)
(u'2000-12', 3.3236626890617944)
(u'1987-04', 0.44529735285885064)
(u'1980-05', -0.784493485147868)
(u'1953-05', 0.33052037519962596)
(u'2007-08', 0.1253353742395955)
(u'2008-09', -0.8970025250178129)
(u'2005-11', 1.5004302449903149)
(u'1969-08', 1.8603171399599727)
(u'1975-09', 1.9837950699585747)
(u'1957-12', 0.7536848910802538)
(u'2009-06', -2.316535771611729)
(u'1996-02', -2.832975748260241)
(u'1986-02', -4.561377027867117)
(u'1973-06', 1.1914849661162918)
(u'1954-09', -0.09656367484156725)
(u'1997-08', 4.046108636663961)
(u'1956-10', -0.4285187425336847)
(u'1960-11', 0.7728970170315721)
(u'2014-01', 1.105178495338785)
(u'1990-09', -1.3652869196187751)
(u'1959-06', 0.2562806843404477)
(u'1992-03', 3.25359544012186)
(u'1980-08', -0.5940855213649279)
(u'1960-06', 1.096650464646249)
(u'1976-01', -1.6448178016561887)
(u'1950-05', 1.1516628895512735)
(u'2002-02', 5.61166968856404)
(u'1991-02', 1.1993349147434245)
(u'1987-09', -1.2738761328885975)
(u'2010-12', -6.718076425792176)
(u'1989-07', 0.8511227700254587)
(u'2007-05', 0.4958906978709514)
(u'1959-11', 1.7289549970863733)
(u'2008-04', 1.9595776022219278)
(u'1994-05', -0.78391186595303)
(u'1965-01', 1.6160396860194697)
(u'1985-03', -0.3471481397575994)
(u'1969-05', -0.8206166601672589)
(u'1975-04', -0.14276621488051333)
(u'2001-03', -0.8076858225001359)
(u'2011-11', 2.969882981545621)
(u'1972-12', 4.583275955160207)
(u'1985-10', 1.137077539658299)
(u'2012-07', -0.44385820636468054)
(u'1998-01', 2.763057587688692)
(u'1958-12', -0.0778142432252571)
(u'1992-10', -3.3982768712340143)
(u'1966-04', -2.891626679996794)
(u'1979-08', -0.6672646084182912)
(u'1970-07', -1.3803683356500862)
(u'1953-08', -0.354923703833089)
(u'2004-08', 1.1601538993693818)
(u'1961-12', -1.896912804882699)
(u'2003-09', 0.8151776177770298)
(u'2011-06', 0.12441792467717683)
(u'1973-11', -2.720193634959559)
(u'1983-05', 0.44219134483585165)
(u'1956-03', -0.33272508992123406)
(u'1955-02', -1.6363223364197546)
(u'1963-07', 0.11316779255929532)
(u'2001-10', 2.3209346018458055)
(u'1971-09', -0.9028259403986194)
(u'1964-03', -0.9931641536620665)
(u'1982-10', 0.6967486032394099)
(u'1957-05', -0.69423268199726)
(u'1951-10', 0.5143389890609189)
(u'1961-04', 2.0593719179845635)
(u'1982-07', 1.6051299470589484)
(u'1979-01', -3.8366133960854367)
(u'1953-01', 1.0685200591247965)
(u'1953-12', 2.627736408432424)
(u'1962-09', -1.2925506820619024)
(u'1997-01', 0.3652981350159452)
(u'2006-10', 2.4357089062945017)
(u'1993-05', 2.998404697878458)
(u'2014-08', -0.38621913696639787)
(u'1997-12', 0.6474307899769213)
(u'2009-02', 0.9494915518153033)
(u'2004-01', -1.2322905232746195)
(u'1952-06', -2.385733021888214)
(u'2009-11', 2.449938282933571)
(u'1974-02', 4.865266691028333)
(u'2004-12', 2.5394058750927764)
(u'1984-05', 1.2158524474476824)
(u'1978-06', -0.07244706765563613)
(u'1977-03', 1.2803791005725467)
(u'1951-07', -0.6652758568146098)
(u'1988-09', 1.0486239495296612)
(u'1980-12', 0.9749924694381553)
(u'1968-10', -1.2197789814254731)
(u'1974-11', 1.1716090861288797)
(u'2005-06', -1.602507750279484)
(u'1976-08', 1.1336577577231264)
(u'1998-08', -2.3132981985810854)
(u'1967-02', 2.8174478807630567)
(u'1965-08', -1.4394202943986247)
(u'1980-01', -1.0258430271081846)
(u'2000-05', 1.5115956740676406)
(u'1968-07', -0.7465471361728788)
(u'2006-07', 3.1782311888828474)
(u'1995-10', 2.0113745761947)
(u'1967-11', 1.8564877845962116)
(u'2013-09', -0.4883226126861864)
(u'1972-04', 0.13348581763980416)
(u'1958-04', -1.5483832361571173)
(u'1996-06', -1.7288361042405747)
(u'1999-03', 1.6022494520337953)
(u'1995-07', 0.066739000876602)
(u'1981-06', -1.810399277259398)
(u'1979-12', -0.2923282380775629)
(u'2010-04', 0.9336336718371268)
(u'2000-11', 3.6994331413407906)
(u'2011-08', -0.14675270895468806)
(u'1964-04', 1.7114988453604445)
(u'2005-12', 0.6063404992488619)
(u'1980-06', 0.40237599122688295)
(u'2003-10', -3.0557582508868313)
(u'1977-04', -1.4304855131261345)
(u'2000-02', 4.520161819766758)
(u'1987-10', 0.626059954723643)
(u'1957-11', 0.41503184849224617)
(u'1958-03', -4.21395879523855)
(u'1996-01', -0.7299488053440761)
(u'1999-04', 2.1910635538877)
(u'1972-03', 1.188996020527825)
(u'1970-09', -0.49002989975818423)
(u'1957-02', 2.7742336082075623)
(u'1954-07', -1.3634148146309926)
(u'2005-01', 3.8331410813041584)
(u'1996-12', -2.759933983369101)
(u'1984-02', 1.9955822186773875)
(u'1993-02', 3.452767222858471)
(u'1978-01', 2.148933236887321)
(u'1961-03', 4.86404201650292)
(u'1953-06', 1.3649080037528307)
(u'1981-01', 0.0370956928124504)
(u'1993-11', -1.4396293078363502)
(u'1954-10', -0.3738818907144559)
(u'1979-06', 1.0438033139693985)
(u'2003-07', 1.5896360103661102)
(u'1981-12', -5.196203668859068)
(u'2004-06', -1.8376402728101908)
(u'1963-09', 0.769603311492661)
(u'2009-05', 0.2201803374049085)
(u'2012-09', -0.21013933048473454)
(u'1984-11', 1.6022285988912506)
(u'1973-08', 0.28901015589207013)
(u'1952-01', 1.3792501362456202)
(u'1978-12', -4.70696031816225)
(u'1989-09', 0.8676299779167724)
(u'1974-05', -0.3150848236123771)
(u'1990-07', -0.8677055507765523)
(u'1997-06', -0.535169291270055)
(u'1987-07', -1.2272782082836624)
(u'1959-08', 2.8084176084733468)
(u'1952-12', -0.009793676116430783)
(u'2010-03', -0.2941195431509811)
(u'1960-08', -0.6498041403601125)
(u'1990-10', 0.2558853926401632)
(u'1967-05', -0.6049761765478614)
(u'1999-08', -0.28801073534220833)
(u'1985-12', -2.2044839068904634)
(u'1972-10', -0.3598354661349017)
(u'2011-04', 4.095552566615418)
(u'1971-02', 2.96831246868284)
(u'1998-03', 0.5418764786381137)
(u'1989-05', 1.870720405747214)
(u'1962-11', -0.8176911835285343)
(u'2009-09', 0.9350128818634413)
(u'1992-01', 4.357994237528552)
(u'1970-05', -0.3323990241447419)
(u'1961-10', 3.8017950426538)
(u'2001-01', 2.426491639941849)
(u'1962-02', 2.094195140478609)
(u'2010-10', -1.8098412401631219)
(u'2007-07', -1.1800888288205655)
(u'1983-07', 1.7160776870668393)
(u'2013-02', 0.931874109685856)
(u'1956-01', -0.4428151057103702)
(u'1963-05', 1.4107104258256076)
(u'2001-12', -1.2308483873933307)
(u'1994-07', 3.8292437245857833)
(u'1973-04', -0.36300084161073354)
(u'1964-08', -0.9968057946198279)
(u'1988-11', -2.958865145448571)
(u'1974-09', 0.9900439063352451)
(u'1977-08', -0.7910811319513122)
(u'2014-03', 4.468300607291017)
(u'1959-04', 2.027033691617847)
(u'1960-04', 0.23486920178614934)
(u'1988-02', 3.42208135349274)
(u'2013-11', 1.3203829602354813)
(u'1976-03', -1.767892013057235)
(u'1950-07', -1.2489767659836577)
(u'1975-06', -0.8484374753294865)
(u'1967-09', 0.6695836981556003)
(u'2012-05', 0.8615088825826582)
(u'1956-12', 2.08378564317334)
(u'2008-06', -0.8711951225456733)
(u'1992-12', 1.7590276551948543)
(u'1966-06', 1.3851912476407406)
(u'1965-03', -0.7254850350872398)
(u'1985-01', -4.756697467048147)
(u'1971-11', -0.81195524693277)
(u'1958-10', 1.4114690560212813)
(u'1969-07', 1.553440830390457)
(u'2007-12', 2.87107104302661)
(u'2014-09', 0.5403749977452854)
(u'1993-04', 1.4742334624347402)
(u'2009-03', 0.9945887622282421)
(u'1977-02', -1.10348155125071)
(u'1951-11', 1.763502510165158)
(u'1990-01', 5.199653367423712)
(u'1996-07', -2.401757438463928)
(u'1952-07', -0.720114566492029)
(u'2009-10', -2.410724420786618)
(u'1974-03', 1.6104254949848658)
(u'1951-06', -1.1717586629138488)
(u'1984-04', 1.582356169756908)
(u'2006-11', 2.317902141609639)
(u'2000-04', 1.8542203769498444)
(u'1988-08', -0.7534352545043088)
(u'1974-10', -1.92656816637402)
(u'2005-07', 0.8820863437428201)
(u'1950-12', -0.8393748128889489)
(u'2006-06', 0.40090408127487365)
(u'1983-12', 0.6006494890696633)
(u'1968-11', -1.2889264304033186)
(u'1967-03', 4.253139139028572)
(u'1987-01', -7.773725963381997)
(u'1964-02', -0.081570106640791)
(u'2013-08', -0.02723324780185088)
(u'1968-06', 1.5784900241421091)
(u'1967-10', 1.9990525336822254)
(u'1995-11', -2.388527432984528)
(u'1965-09', 0.8953397456012038)
(u'1972-05', -0.22508174382561386)
(u'1998-09', 0.29095575714364763)
(u'1958-05', -0.039152941904411875)
(u'1969-12', -4.258202059814804)
(u'1999-02', 1.6968483108220664)
(u'1995-06', -0.7159478369111856)
(u'1978-07', -1.014219413410503)
(u'1971-08', -0.19613447294322484)
(u'1994-12', 2.5223894235948645)
(u'1957-04', 0.41919889591626713)
(u'1954-01', -1.4993509086171346)
(u'1961-05', -0.011989691878982356)
(u'1976-09', -1.5528014212695016)
(u'1981-07', -0.19563161060926149)
(u'1982-11', 2.4644704011330454)
(u'1982-06', -1.8137340176561647)
(u'2010-05', -0.6032673340324948)
(u'2003-01', -0.3426910743672398)
(u'1962-08', -2.4101889836702455)
(u'1950-09', 0.29243761381822964)
(u'1951-02', 2.4990898773207153)
(u'2003-05', 0.24900157574807835)
(u'2004-04', 1.3604772661122677)
(u'1978-03', -0.05696129695202201)
(u'1961-01', 0.6780972603157758)
(u'1981-10', -0.5753576397826503)
(u'1983-09', 0.3751203061259556)
(u'1952-03', -2.8330208998667294)
(u'1979-04', -0.40620273486028413)
(u'2009-07', -0.125227911862126)
(u'2003-12', 2.4040456434300044)
(u'2008-08', -0.9518878063270151)
(u'1958-01', -0.8794909298861939)
(u'1974-07', -1.3273966852948753)
(u'1990-05', 2.0250509646151738)
(u'1997-04', -0.9286375344007034)
(u'1955-11', 0.5843885861145286)
(u'1952-10', -2.0361368107750044)
(u'2010-01', -4.917389599340135)
(u'1996-03', -0.7061638108611313)
(u'2005-03', -1.6126868507689518)
(u'2006-02', 0.01775190033706764)
(u'1990-12', 1.9602804864473309)
(u'1980-04', 0.7097184804297934)
(u'1986-11', 2.924756644428137)
(u'1967-07', 0.2924463471377159)
(u'2002-11', -1.684068727165116)
(u'1987-05', -1.2687332226805044)
(u'1964-06', -0.8179758393117318)
(u'2007-09', -0.455260322842026)
(u'2005-10', 0.3975906245659422)
(u'1953-04', 2.0610008429204347)
(u'1972-01', -1.453756888160791)
(u'1987-12', 0.10124963745754956)
(u'1969-09', 0.9187683763328032)
(u'1975-08', 3.6856825602624053)
(u'1991-11', 1.0728673008424696)
(u'1977-06', 0.05321044863681834)
(u'1999-06', -0.673413488755056)
(u'1995-02', 4.879189681625997)
(u'1978-10', 0.5525956682761111)
(u'1954-05', 0.9824320033521463)
(u'1966-08', -1.1172522523880986)
(u'1968-02', -0.6623031430365791)
(u'1996-10', 0.6728350798680349)
(u'1994-09', 0.00668557207594489)
(u'1981-03', -0.3576883423072622)
(u'1954-12', 2.741793306008591)
(u'1982-02', -0.2240421299125579)
(u'1991-05', -1.5186242488324542)
(u'1976-06', -0.0813146683119701)
(u'2008-10', 0.48971058070581286)
(u'1992-04', -0.5325867277010312)
(u'2014-06', -1.776293757448931)
(u'1986-05', 1.9874405386754095)
(u'1975-10', 0.6360578725248436)
(u'2007-02', 1.09261610815203)
(u'1950-02', 2.3301122486853654)
(u'1999-12', -0.25433153502402894)
(u'1976-11', 0.7137949078259753)
(u'2008-03', 1.4831325892690832)
(u'2013-07', 0.42131676749669467)
(u'2002-05', 1.3126170793039247)
